['whimpers', 0.9994876395436256]
['dispel', 0.9407275006658715]
['honey', 0.9407275006658715]
['lurking', 0.9407275006658715]
['assaults', 0.9407275006658715]
['sojourning', 0.9407275006658715]
['endowments', 0.9407275006658715]
['concordance', 0.9407275006658715]
['alchemy', 0.9407275006658715]
['credulity', 0.9407275006658715]
['el', 0.9407275006658715]
['accused', 0.9407275006658715]
['vagaries', 0.9407275006658715]
['examples', 0.9407275006658715]
['melody', 0.9407275006658715]
['woke', 0.9407275006658715]
['flitting', 0.9407275006658715]
['congdon', 0.9407275006658715]
['philanthropies', 0.9407275006658715]
['denied', 0.9407275006658715]
['juices', 0.9407275006658715]
['conquered', 0.9407275006658715]
['kalpas', 0.9407275006658715]
['hospitals', 0.9407275006658715]
['rope', 0.9407275006658715]
['saranac', 0.9407275006658715]
['styrian', 0.9407275006658715]
['demolish', 0.9407275006658715]
['suns', 0.9407275006658715]
['buffetting', 0.9407275006658715]
['excused', 0.9407275006658715]
['statesman', 0.9407275006658715]
['3d', 0.9407275006658715]
['lama', 0.9407275006658715]
['composedly', 0.9407275006658715]
['skating', 0.9407275006658715]
['cottages', 0.9407275006658715]
['terrifying', 0.9407275006658715]
['68', 0.9407275006658715]
['lipped', 0.9407275006658715]
['sables', 0.9407275006658715]
['reflecting', 0.9407275006658715]
['neighboring', 0.9407275006658715]
['twinge', 0.9407275006658715]
['frieze', 0.9407275006658715]
['easy', 0.9407275006658715]
['froude', 0.9407275006658715]
['tied', 0.9407275006658715]
['fanciful', 0.9407275006658715]
['mallet', 0.9407275006658715]
['cliffs', 0.9407275006658715]
['carpet', 0.9407275006658715]
['drawers', 0.9407275006658715]
['attached', 0.9407275006658715]
['beseech', 0.9407275006658715]
['organism', 0.9407275006658715]
['whereto', 0.9407275006658715]
['plait', 0.9407275006658715]
['gurameer', 0.9407275006658715]
['changes', 0.9407275006658715]
['hypotheses', 0.9407275006658715]
['irate', 0.9407275006658715]
['lingers', 0.940720732942208]
['uhlan', 0.9407110562954792]
['pennsylvania', 0.9404342796637924]
['pony', 0.9403989022911953]
['cents', 0.9403795765499399]
['piped', 0.9403795765499399]
['pages', 0.9403795765499399]
['merely', 0.940265434159411]
['several', 0.940265434159411]
['legislation', 0.9401740718708969]
['growl', 0.9401557434512344]
['begins', 0.9398055708375862]
['wrestlings', 0.9396455172703516]
['profusely', 0.939644962386247]
['retains', 0.9395984698721259]
['stomach', 0.9395984698721259]
['banter', 0.9395984698721259]
['collision', 0.9395984698721259]
['astigmatism', 0.9395984698721259]
['associate', 0.9395984698721259]
['surer', 0.9395984698721259]
['joyfully', 0.9395984698721259]
['asserting', 0.9395984698721259]
['_argot_', 0.9395984698721259]
['announcement', 0.9395984698721259]
['endure', 0.9395984698721259]
['maintaining', 0.9395984698721259]
['edward', 0.9395984698721259]
['wrathful', 0.9395984698721259]
['sensitive', 0.9395984698721259]
['bertha', 0.9395984698721259]
['taut', 0.9395984698721259]
['buoyant', 0.9395984698721259]
['formula', 0.9395566798632943]
['corn', 0.9393185240108914]
['misinterpreted', 0.9392599122924441]
['skimming', 0.9391848142405961]
['freezing', 0.9391004663110682]
['tensity', 0.9390243379971234]
['repeat', 0.9390069195462797]
['_lunarian', 0.9390069195462797]
['boy', 0.9390069195462797]
['brutality', 0.9390069195462797]
['relic', 0.9390069195462797]
['episode', 0.9390069195462797]
['referred', 0.9390069195462797]
['laura', 0.9390069195462797]
['pouring', 0.9390069195462797]
['awfullest', 0.9390069195462797]
['consular', 0.9390069195462797]
['formulated', 0.9390069195462797]
['pinnacles', 0.9390069195462797]
['conies', 0.9390069195462797]
['filtered', 0.938974939501584]
['soles', 0.938870389734827]
['atheist', 0.9386307750067928]
['portmanteaus', 0.9386049440434459]
['jefferson', 0.9385977117694408]
['florentines', 0.9385665116473163]
['fiords', 0.9385657287258579]
['reigning', 0.9385657287258579]
['scenery', 0.9384535474940362]
['wakes', 0.9384027330334221]
['glades', 0.9383845457450729]
['terror', 0.9383845457450729]
['tripoli', 0.9383845457450729]
['subterranean', 0.9383845457450729]
['doan', 0.9382729701704763]
['karnsteins', 0.9381834263146898]
['shoo', 0.9381826489839787]
['alms', 0.9381410826556881]
['topsy', 0.9380634507841332]
['91', 0.9379154883988174]
['threshold', 0.9379016603047792]
['commented', 0.9379016603047792]
['inconsolable', 0.9379016603047792]
['pallid', 0.9379016603047792]
['emptiness', 0.9377302466878182]
['miss', 0.9375941672648964]
['conservatrice', 0.9374958353976592]
['someway', 0.9374958353976592]
['boulogne', 0.9374958353976592]
['ariadne', 0.9374958353976592]
['shaky', 0.9374958353976592]
['limp', 0.9374958353976592]
['knox', 0.9374958353976592]
['appy', 0.9374112125449919]
['kindness', 0.9372785636783021]
['winters', 0.9372215482507072]
['aquino', 0.9371377853644862]
['joyless', 0.9370287191957156]
['mania', 0.9369531895569649]
['subordination', 0.9369446236751369]
['freight', 0.936810271993981]
['http', 0.9367067315501628]
['peru', 0.9367067315501628]
['fence', 0.9366575199089037]
['parentage', 0.9366354703575998]
['senate', 0.9365712326414055]
['chargeable', 0.9365325938689048]
['raining', 0.9364677034007384]
['elevations', 0.9364677034007384]
['affidavy', 0.9364491576411608]
['wrappings', 0.9362160271856025]
['services', 0.9360433845007536]
['cuffs', 0.9359843919248694]
['att', 0.9359843919248694]
['crystal', 0.9358966015887069]
['cadmus', 0.93587111473029]
['_in', 0.9356421630916628]
['gnarled', 0.9354659708141608]
['solstice', 0.9354659708141608]
['appliances', 0.9354659708141608]
['tenderly', 0.9354266522593251]
['vengeance', 0.9354266522593251]
['survive', 0.9354266522593251]
['beautiful', 0.9354266522593251]
['instant', 0.9354266522593251]
['torturing', 0.9354266522593251]
['spurns', 0.9354266522593251]
['fatigues', 0.9354266522593251]
['peculiarly', 0.9354266522593251]
['ransom', 0.9352490302036796]
['jewelled', 0.9352490302036796]
['contemplate', 0.9352490302036796]
['sparrow', 0.9352466703762938]
['substantially', 0.9352466703762938]
['richer', 0.9350948422414931]
['delivers', 0.9350939439480477]
['growling', 0.9350905587969198]
['soared', 0.9350905587969198]
['comedians', 0.935006312891112]
['morality', 0.9349788783132911]
['exhortation', 0.9348497422851457]
['gratis', 0.9348143977865402]
['jumpin', 0.934753449357528]
['mellow', 0.934753449357528]
['khan', 0.9346996247523913]
['tremendously', 0.9346302740626343]
['lively', 0.9345598254537324]
['spinners', 0.9345598254537324]
['velocity', 0.9345598254537324]
['promising', 0.9345598254537324]
['accept', 0.9345598254537324]
['prompt', 0.9345354768752061]
['mesmerised', 0.934474436768541]
['compounded', 0.9344098875347879]
['spiritualist', 0.9344084298912508]
['trying', 0.9343827257457674]
['duchess', 0.9343827257457674]
['attained', 0.9342964731794371]
['meteoric', 0.9341855501216711]
['emerald', 0.9341439432374354]
['international', 0.9340441007568722]
['vitiate', 0.9340441007568722]
['mid', 0.9340441007568722]
['scientifically', 0.9340441007568722]
['primin', 0.9340441007568722]
['undercurrents', 0.9340441007568722]
['mathematicians', 0.9339593234284951]
['engineering', 0.9339501190288024]
['equaled', 0.9338892134073463]
['caned', 0.933869698810321]
['sooty', 0.933869698810321]
['music', 0.933869698810321]
['locked', 0.933869698810321]
['copious', 0.933869698810321]
['driblets', 0.933869698810321]
['burial', 0.933869698810321]
['corrects', 0.933869698810321]
['_say_', 0.933869698810321]
['idle', 0.933869698810321]
['exclaimed', 0.933869698810321]
['sheen', 0.933869698810321]
['diminishing', 0.933869698810321]
['purged', 0.933869698810321]
['irs', 0.933869698810321]
['wage', 0.933869698810321]
['fra', 0.933869698810321]
['angel', 0.933869698810321]
['much', 0.933869698810321]
['spit', 0.933869698810321]
['flittered', 0.933869698810321]
['davy', 0.933869698810321]
['skilfully', 0.933869698810321]
['wildcat', 0.933869698810321]
['prostrate', 0.933869698810321]
['had', 0.933869698810321]
['beloved', 0.933869698810321]
['senecae', 0.933869698810321]
['has', 0.933869698810321]
['hav', 0.933869698810321]
['shadow', 0.933869698810321]
['alice', 0.933869698810321]
['beneficial', 0.933869698810321]
['inhuman', 0.933869698810321]
['plucked', 0.933869698810321]
['considerin', 0.933869698810321]
['incumbrance', 0.933869698810321]
['congratulations', 0.933869698810321]
['_joseph', 0.933869698810321]
['dues', 0.933869698810321]
['_nature', 0.933869698810321]
['tamely', 0.933869698810321]
['transported', 0.933869698810321]
['variable', 0.933869698810321]
['ballet', 0.933869698810321]
['kamtschadale', 0.933869698810321]
['choice', 0.933869698810321]
['gnawed', 0.933869698810321]
['revenues', 0.933869698810321]
['cette', 0.933869698810321]
['undergone', 0.933869698810321]
['consoled', 0.933869698810321]
['mirrors', 0.933869698810321]
['thanking', 0.933869698810321]
['swollen', 0.933869698810321]
['professors', 0.933869698810321]
['antipathy', 0.933869698810321]
['suspension', 0.933869698810321]
['abstraction', 0.933869698810321]
['workmanship', 0.933869698810321]
['emotion', 0.933869698810321]
['saving', 0.933869698810321]
['symmetry', 0.933869698810321]
['one', 0.933869698810321]
['periodical', 0.933869698810321]
['postilions', 0.933869698810321]
['stifled', 0.933869698810321]
['shawl', 0.933869698810321]
['jewels', 0.933869698810321]
['uninterrupted', 0.933869698810321]
['fashionable', 0.933869698810321]
['intends', 0.933869698810321]
['buffet', 0.933869698810321]
['rejoiced', 0.933869698810321]
['monde', 0.933869698810321]
['recoiling', 0.933869698810321]
['allowance', 0.933869698810321]
['glutinous', 0.933869698810321]
['gaiety', 0.933869698810321]
['buoyancy', 0.933869698810321]
['west', 0.933869698810321]
['assigns', 0.933869698810321]
['peculiarities', 0.933869698810321]
['grounded', 0.933869698810321]
['demeaning', 0.933869698810321]
['watches', 0.933869698810321]
['watcher', 0.933869698810321]
['indemnify', 0.933869698810321]
['causer', 0.933869698810321]
['follower', 0.933869698810321]
['pliny', 0.933869698810321]
['coadjutor', 0.933869698810321]
['heads', 0.933869698810321]
['peaceable', 0.933869698810321]
['avec', 0.933869698810321]
['blond', 0.933869698810321]
['delicately', 0.933869698810321]
['christendom', 0.933869698810321]
['lady', 0.933869698810321]
['recommended', 0.933869698810321]
['abound', 0.933869698810321]
['spine', 0.933869698810321]
['individuals', 0.933869698810321]
['methods', 0.933869698810321]
['novelty', 0.933869698810321]
['respite', 0.933869698810321]
['chap', 0.933869698810321]
['depredations', 0.933869698810321]
['litigants', 0.933869698810321]
['phaeton', 0.933869698810321]
['broader', 0.933869698810321]
['amiss', 0.933869698810321]
['vides', 0.933869698810321]
['mishap', 0.933869698810321]
['unprofitable', 0.933869698810321]
['survey', 0.933869698810321]
['nibbling', 0.933869698810321]
['next', 0.933869698810321]
['bolstered', 0.933869698810321]
['clasping', 0.933869698810321]
['paler', 0.933869698810321]
['insight', 0.933869698810321]
['suitors', 0.933869698810321]
['witness', 0.933869698810321]
['thanksgiving', 0.933869698810321]
['jam', 0.933869698810321]
['hemispheres', 0.933869698810321]
['lawsuit', 0.933869698810321]
['doorway', 0.933869698810321]
['altruist', 0.933869698810321]
['coherence', 0.933869698810321]
['ostentatious', 0.933869698810321]
['identity', 0.933869698810321]
['flickering', 0.933869698810321]
['choosing', 0.933869698810321]
['passion', 0.933869698810321]
['pressure', 0.933869698810321]
['posterity', 0.933869698810321]
['watchman', 0.933869698810321]
['providential', 0.933869698810321]
['gardens', 0.933869698810321]
['nursery', 0.933869698810321]
['periodicals', 0.933869698810321]
['plattsburgh', 0.933869698810321]
['indicated', 0.933869698810321]
['trouvant', 0.933869698810321]
['respirations', 0.933869698810321]
['safe', 0.933869698810321]
['footsteps', 0.933869698810321]
['disembark', 0.933869698810321]
['explosives', 0.933869698810321]
['rectangle', 0.933869698810321]
['draws', 0.933869698810321]
['away', 0.933869698810321]
['excite', 0.933869698810321]
['reciprocal', 0.933869698810321]
['warbled', 0.933869698810321]
['hank', 0.933869698810321]
['fuss', 0.933869698810321]
['humble', 0.933869698810321]
['humbly', 0.933869698810321]
['rustle', 0.933869698810321]
['cooler', 0.933869698810321]
['prayer', 0.933869698810321]
['interval', 0.933869698810321]
['shared', 0.933869698810321]
['puffed', 0.933869698810321]
['mnester', 0.933869698810321]
['disinfection', 0.933869698810321]
['retorted', 0.933869698810321]
['conquests', 0.933869698810321]
['stooping', 0.933869698810321]
['circumspection', 0.933869698810321]
['odoriferous', 0.933869698810321]
['colours', 0.933869698810321]
['nill', 0.933869698810321]
['inexplicable', 0.933869698810321]
['mows', 0.933869698810321]
['using', 0.933869698810321]
['garret', 0.933869698810321]
['innocence', 0.933869698810321]
['stark', 0.933869698810321]
['recoil', 0.933869698810321]
['fastened', 0.933869698810321]
['fools', 0.933869698810321]
['coloured', 0.933869698810321]
['startin', 0.933869698810321]
['lazare', 0.933869698810321]
['antigone', 0.933869698810321]
['comfortless', 0.933869698810321]
['mites', 0.933869698810321]
['territorial', 0.933869698810321]
['differed', 0.933869698810321]
['evening', 0.933869698810321]
['ces', 0.933869698810321]
['jaws', 0.933869698810321]
['exasperated', 0.933869698810321]
['favored', 0.933869698810321]
['visions', 0.933869698810321]
['station', 0.933869698810321]
['merciless', 0.933869698810321]
['gortschakoff', 0.933869698810321]
['purposeless', 0.933869698810321]
['expressin', 0.933869698810321]
['talthybius', 0.933869698810321]
['stalker', 0.933869698810321]
['heavens', 0.933869698810321]
['distressing', 0.933869698810321]
['justice', 0.933869698810321]
['criticising', 0.933869698810321]
['abuses', 0.933869698810321]
['hallooing', 0.933869698810321]
['feels', 0.933869698810321]
['albany', 0.933869698810321]
['consistency', 0.933869698810321]
['settlements', 0.933869698810321]
['popular', 0.933869698810321]
['sketch', 0.933869698810321]
['_sun_', 0.933869698810321]
['limpid', 0.933869698810321]
['broadened', 0.933869698810321]
['application', 0.933869698810321]
['demagogue', 0.933869698810321]
['radicals', 0.933869698810321]
['palettes', 0.933869698810321]
['lapse', 0.933869698810321]
['diplomatists', 0.933869698810321]
['pulling', 0.933869698810321]
['embodiment', 0.933869698810321]
['defective', 0.933869698810321]
['encampment', 0.933869698810321]
['sneer', 0.933869698810321]
['avowed', 0.933869698810321]
['battles', 0.933869698810321]
['coonship', 0.933869698810321]
['counterbalance', 0.933869698810321]
['overmuch', 0.933869698810321]
['astonishing', 0.933869698810321]
['licinus', 0.933869698810321]
['widow', 0.933869698810321]
['rifts', 0.933869698810321]
['tyre', 0.933869698810321]
['heavenward', 0.933869698810321]
['cent', 0.933869698810321]
['liberals', 0.933869698810321]
['shoulders', 0.933869698810321]
['noiselessly', 0.933869698810321]
['northwest', 0.933869698810321]
['steals', 0.933869698810321]
['corporation', 0.933869698810321]
['ablest', 0.933869698810321]
['femme', 0.933869698810321]
['cupidity', 0.933869698810321]
['bottoms', 0.933869698810321]
['moderates', 0.933869698810321]
['moderated', 0.933869698810321]
['demonstrated', 0.933869698810321]
['refuge', 0.933869698810321]
['unhinged', 0.933869698810321]
['anchorage', 0.933869698810321]
['informally', 0.933869698810321]
['pointless', 0.933869698810321]
['astro', 0.933869698810321]
['gain', 0.933869698810321]
['universal', 0.933869698810321]
['star', 0.933869698810321]
['knelt', 0.933869698810321]
['voie', 0.933869698810321]
['voit', 0.933869698810321]
['histoire', 0.933869698810321]
['likely', 0.933869698810321]
['joshua', 0.933869698810321]
['root', 0.933869698810321]
['vicious', 0.933869698810321]
['grindstones', 0.933869698810321]
['cataldi', 0.933869698810321]
['checkerboard', 0.933869698810321]
['operate', 0.933869698810321]
['twinned', 0.933869698810321]
['partook', 0.933869698810321]
['wielded', 0.933869698810321]
['llamas', 0.933869698810321]
['saturn', 0.933869698810321]
['earn', 0.933869698810321]
['ears', 0.933869698810321]
['prete', 0.933869698810321]
['interruptions', 0.933869698810321]
['russia', 0.933869698810321]
['addressing', 0.933869698810321]
['incessant', 0.933869698810321]
['tint', 0.933869698810321]
['asks', 0.933869698810321]
['basis', 0.933869698810321]
['spontaneously', 0.933869698810321]
['ugly', 0.933869698810321]
['ceilings', 0.933869698810321]
['leaves', 0.933869698810321]
['disappear', 0.933869698810321]
