['fascinated', 0.9998402104864278]
['production', 0.9074973473571325]
['males', 0.90747650533613]
['element', 0.90747650533613]
['braced', 0.9073731973810129]
['traverses', 0.9072948286727873]
['petting', 0.9072113634970698]
['fluttered', 0.9071794075173121]
['average', 0.9071561411502979]
['load', 0.9071501657571029]
['bestowing', 0.9071496813485078]
['demettre', 0.9069664372869267]
['donations', 0.9068354142805193]
['summons', 0.9067379451805047]
['vapor', 0.9066453309974034]
['shadowy', 0.9066453309974034]
['speeded', 0.9063232099303171]
['hyper', 0.9061675119092052]
['reaction', 0.9061325711348209]
['danae', 0.9061066287439347]
['voters', 0.9060423119890673]
['steadied', 0.9060410815947506]
['terrific', 0.906040522457477]
['british', 0.9058796670493197]
['sophocles', 0.9057203287054663]
['tiaras', 0.9056287646271562]
['awful', 0.9055359224333325]
['greasy', 0.9054260045376203]
['need', 0.9054023562590473]
['headstone', 0.9053768906784441]
['lindsay', 0.9052426008767552]
['fearful', 0.9050987696459131]
['fully', 0.9050091696026757]
['lasting', 0.904828073047426]
['pumping', 0.9048189475982406]
['fuming', 0.9046725718073029]
['arts', 0.9045242686711576]
['colic', 0.9045111488128152]
['psycho', 0.9043947884217859]
['relative', 0.9043190440742908]
['growl', 0.9042678655146307]
['irish', 0.9042638224567944]
['beguile', 0.904222100168335]
['deities', 0.904192073858585]
['disinterested', 0.904007623112305]
['princely', 0.9038955060264099]
['candle', 0.9037696516937078]
['orbits', 0.9037696516937078]
['mounted', 0.9036380800486454]
['schoolmen', 0.9033332606805583]
['committees', 0.9032250393953116]
['fractions', 0.903104462460064]
['vanishing', 0.9029900123743493]
['glouglim', 0.9029079388033273]
['easterly', 0.9028985954210635]
['mettant', 0.9028375055204428]
['bath', 0.9028335381835159]
['madison', 0.9027388375828088]
['hues', 0.902714666261808]
['snatched', 0.9027145454058936]
['contact', 0.9026725641743243]
['chatty', 0.9026087121926554]
['irrelevant', 0.9026087121926554]
['communicating', 0.9026026419601492]
['intolerably', 0.9025870279076662]
['uncertainty', 0.9025714228191957]
['alexandra', 0.9025340686183111]
['am', 0.9024150906867427]
['unendurable', 0.902196806847894]
['plying', 0.9021632097224328]
['client', 0.902112365942479]
['sighting', 0.9020355894268984]
['arouse', 0.9019570920868742]
['glimmering', 0.9019112193976052]
['atrophied', 0.9019112193976052]
['resolutely', 0.9019112193976052]
['throws', 0.9019112193976052]
['margins', 0.9019112193976052]
['promontory', 0.9019112193976052]
['reared', 0.9019112193976052]
['incarnation', 0.9019047322349755]
['moanin', 0.9018918601552315]
['edmond', 0.901804905953591]
['uncharitableness', 0.9017653279893784]
['rushing', 0.9017409957718954]
['decorous', 0.9016529289912529]
['scuffle', 0.9016238442694487]
['grant', 0.9015193834725302]
['preacher', 0.9014630305951875]
['sjaani', 0.9013919143717728]
['preparations', 0.9013073756998238]
['tomahawks', 0.9012793149668654]
['scouring', 0.9011284029799334]
['knoll', 0.9010759279023585]
['non_', 0.9010759279023585]
['decoration', 0.9010759279023585]
['simile_', 0.9010759279023585]
['bushes', 0.9010759279023585]
['tingle', 0.9010759279023585]
['aeriform', 0.9010759279023585]
['chime', 0.9010243672566758]
['tramps', 0.9009782725369997]
['begged', 0.9009121422896552]
['consecutive', 0.9007694088705481]
['affrighted', 0.900727267348672]
['orebeds', 0.900636136265546]
['chit', 0.9006322126967933]
['palanquins', 0.9006086814282811]
['clymene', 0.9006068059598369]
['operation', 0.9006016710882528]
['uncomprehended', 0.9006016710882528]
['inconvenient', 0.9006016710882528]
['thereupon', 0.9006016710882528]
['outworks', 0.900554550866662]
['nightly', 0.900548563322908]
['starry', 0.9005335055421383]
['commerce', 0.9005012753418765]
['dent', 0.9003048210967487]
['narrowly', 0.9001991483647395]
['partial', 0.9001542688554276]
['characterised', 0.9001542688554276]
['charlie', 0.9001495060601252]
['giant', 0.9001202978453492]
['preconceived', 0.9000825807482205]
['damning', 0.9000336364781587]
