['canace', 0.9992241614889734]
['continue', 0.9219286274830722]
['curious', 0.9219286274830722]
['forearms', 0.9219286274830722]
['exposed', 0.9219286274830722]
['suit', 0.9219286274830722]
['inches', 0.9219286274830722]
['graciously', 0.9219286274830722]
['slums', 0.9219286274830722]
['us', 0.9219286274830722]
['freighted', 0.9219286274830722]
['procuring', 0.9219286274830722]
['mixing', 0.9219286274830722]
['isaiah', 0.9219286274830722]
['1409', 0.9219286274830722]
['expresses', 0.9219286274830722]
['mysteries', 0.9219286274830722]
['legendary', 0.9219286274830722]
['britons', 0.9219286274830722]
['bled', 0.9219286274830722]
['waffles', 0.9219286274830722]
['sculling', 0.9219286274830722]
['countrymen', 0.9219286274830722]
['kipling', 0.9219286274830722]
['handle', 0.9219286274830722]
['sanely', 0.9219286274830722]
['piston', 0.9219286274830722]
['snowfall', 0.9219286274830722]
['outsider', 0.9219286274830722]
['genghis', 0.9219286274830722]
['concerted', 0.9219286274830722]
['rooms', 0.9219286274830722]
['sketching', 0.9219286274830722]
['int', 0.9219286274830722]
['revanche', 0.9219286274830722]
['mansion', 0.9219286274830722]
['pedro', 0.9219286274830722]
['sped', 0.9219286274830722]
['jacob', 0.9219286274830722]
['horn', 0.9219286274830722]
['chef', 0.9219286274830722]
['watchers', 0.9219286274830722]
['transparence', 0.9219286274830722]
['augustines', 0.9219286274830722]
['tornadoes', 0.9219286274830722]
['farce', 0.9219286274830722]
['interview', 0.9219286274830722]
['haste', 0.9219286274830722]
['bespeak', 0.9219286274830722]
['remorse', 0.9219286274830722]
['minus', 0.9219286274830722]
['necktie', 0.9219286274830722]
['laden', 0.9219286274830722]
['latter', 0.9219286274830722]
['exercises', 0.9219286274830722]
['headlong', 0.9219286274830722]
['miserable', 0.9219286274830722]
['oblivious', 0.9219286274830722]
['comicall', 0.9219286274830722]
['jabbering', 0.9219286274830722]
['comfortable', 0.9219286274830722]
['board', 0.9219286274830722]
['chaff', 0.9219286274830722]
['months', 0.9219286274830722]
['difficiles', 0.9219286274830722]
['wax', 0.9219286274830722]
['inquiring', 0.9219286274830722]
['welcome', 0.9219286274830722]
['scarcity', 0.9219286274830722]
['uniform', 0.9219286274830722]
['coerced', 0.9219286274830722]
['emphasising', 0.9219286274830722]
['starless', 0.9219286274830722]
['vicinity', 0.9219286274830722]
['forms', 0.9219286274830722]
['worshiped', 0.9219286274830722]
['nutrition', 0.9219286274830722]
['troublesome', 0.9219286274830722]
['slay', 0.9219286274830722]
['overcoming', 0.9219286274830722]
['fifty', 0.9219286274830722]
['cannon', 0.9219286274830722]
['effectual', 0.9219286274830722]
['girdles', 0.9219286274830722]
['gleamed', 0.9219286274830722]
['receded', 0.9219286274830722]
['sibbern', 0.9219286274830722]
['unteachable', 0.9219286274830722]
['accommodating', 0.9219286274830722]
['trick', 0.9219286274830722]
['commanded', 0.9219286274830722]
['followers', 0.9219286274830722]
['thunderbolt', 0.9219286274830722]
['closest', 0.9219286274830722]
['favorites', 0.9219286274830722]
['skulking', 0.9219286274830722]
['throb', 0.9219286274830722]
['dashin', 0.9219286274830722]
['preconcerted', 0.9219286274830722]
['patrimonial', 0.9219286274830722]
['tellin', 0.9219286274830722]
['tendencies', 0.9219286274830722]
['hypochondria', 0.9219286274830722]
['recuperated', 0.9219286274830722]
['contains', 0.9219286274830722]
['propounded', 0.9219286274830722]
['stinging', 0.9219286274830722]
['archipelago', 0.9219286274830722]
['firmly', 0.9219286274830722]
['calms', 0.9219286274830722]
['complexions', 0.9219286274830722]
['bustle', 0.9219286274830722]
['help', 0.9219286274830722]
['muscalunge', 0.9219286274830722]
['sketched', 0.9219286274830722]
['issue', 0.9219286274830722]
['arbitration', 0.9219286274830722]
['irrefragable', 0.9219286274830722]
['experienced', 0.9219286274830722]
['usual', 0.9219286274830722]
['hesitating', 0.9219286274830722]
['constellation', 0.9219286274830722]
['distinguish', 0.9219286274830722]
['unrestrained', 0.9219286274830722]
['bidding', 0.9219286274830722]
['10007', 0.9219286274830722]
['gamy', 0.9219286274830722]
['crawled', 0.9219286274830722]
['sorbonne', 0.9219286274830722]
['works', 0.9219286274830722]
['shiny', 0.9219286274830722]
['convex', 0.9219286274830722]
['sullen', 0.9219286274830722]
['pretended', 0.9219286274830722]
['behalf', 0.9219286274830722]
['suite', 0.9219286274830722]
['virtuous', 0.9219286274830722]
['denunciations', 0.9219286274830722]
['meandering', 0.9219286274830722]
['spurzheim', 0.9219286274830722]
['win', 0.9219286274830722]
['bernhardt', 0.9219286274830722]
['crossed', 0.9219286274830722]
['circular', 0.9219286274830722]
['legions', 0.9219286274830722]
['conceiving', 0.9219286274830722]
['counterpart', 0.9219286274830722]
['hitching', 0.9219286274830722]
['manifestation', 0.9219286274830722]
['lectures', 0.9219286274830722]
['quarantine', 0.9219286274830722]
['amphibia', 0.9219286274830722]
['merino', 0.9219286274830722]
['portent', 0.9219286274830722]
['supernatural', 0.9219286274830722]
['allotted', 0.9219286274830722]
['kings', 0.9219286274830722]
['schoolgirls', 0.9219286274830722]
['cordilleras', 0.9219286274830722]
['swinging', 0.9219286274830722]
['bucks', 0.9219286274830722]
['trooping', 0.9219286274830722]
['fortification', 0.9219286274830722]
['underground', 0.9219286274830722]
['_ix_', 0.9219286274830722]
['dammed', 0.9219286274830722]
['fierce', 0.9219286274830722]
['spree', 0.9219286274830722]
['well', 0.9219286274830722]
['englander', 0.9219286274830722]
['mistakes', 0.9219286274830722]
['phenomena', 0.9219286274830722]
['november_', 0.9219286274830722]
['pestilence', 0.9219286274830722]
['entr', 0.9219286274830722]
['hazy', 0.9219286274830722]
['haze', 0.9219286274830722]
['besides', 0.9219286274830722]
['ware', 0.9219286274830722]
['commencing', 0.9219286274830722]
['bone', 0.9219286274830722]
['shirking', 0.9219286274830722]
['quaintly', 0.9219286274830722]
['_beginneth', 0.9219286274830722]
['struggle', 0.9219286274830722]
['burmans', 0.9219286274830722]
['thereon', 0.9219286274830722]
['juster', 0.9219286274830722]
['enabled', 0.9219286274830722]
['preparation', 0.9219286274830722]
['extracting', 0.9219286274830722]
['seer', 0.9219286274830722]
['doc', 0.9219286274830722]
['alarm', 0.9219286274830722]
['mollusca', 0.9219286274830722]
['dog', 0.9219286274830722]
['dunghill', 0.9219286274830722]
['principle', 0.9219286274830722]
['patter', 0.9219286274830722]
['patted', 0.9219286274830722]
['04', 0.9219286274830722]
['maigre_', 0.9219286274830722]
['uselessly', 0.9219286274830722]
['riley', 0.9219286274830722]
['belly', 0.9219286274830722]
['unfortunate', 0.9219286274830722]
['sodden', 0.9219286274830722]
['serviette', 0.9219286274830722]
['prairies', 0.9219286274830722]
['restate', 0.9219286274830722]
['decazes', 0.9219286274830722]
['teeth', 0.9219286274830722]
['trended', 0.9219286274830722]
['thither_', 0.9219286274830722]
['arbor', 0.9219286274830722]
['swayed', 0.9219286274830722]
['mad', 0.9219286274830722]
['scrambling', 0.9219286274830722]
['smudge', 0.9219286274830722]
['demanding', 0.9219286274830722]
['org', 0.9219286274830722]
['little', 0.9219286274830722]
['murky', 0.9219286274830722]
['show', 0.9219286274830722]
['plump', 0.9219286274830722]
['icily', 0.9219286274830722]
['canto', 0.9219286274830722]
['cornered', 0.9219286274830722]
['ambassadors', 0.9219286274830722]
['undershirt', 0.9219286274830722]
['shingles', 0.9219286274830722]
['squally', 0.9219286274830722]
['niceties', 0.9219286274830722]
['vistas', 0.9219286274830722]
['lodgings', 0.9219286274830722]
['slung', 0.9219286274830722]
['turnips', 0.9219286274830722]
['mayest', 0.9219286274830722]
['enmity', 0.9219286274830722]
['two', 0.9219286274830722]
['gravely', 0.9219286274830722]
['attain', 0.9219286274830722]
['advice', 0.9219286274830722]
['playing', 0.9219286274830722]
['predisposed', 0.9219286274830722]
['undefiled', 0.9219286274830722]
['noticing', 0.9219286274830722]
['inception', 0.9219286274830722]
['complain', 0.9219286274830722]
['fish', 0.9219286274830722]
['hard', 0.9219286274830722]
['hart', 0.9219286274830722]
['orient', 0.9219286274830722]
['childish', 0.9219286274830722]
['members', 0.9219286274830722]
['laughable', 0.9219286274830722]
['revive', 0.9219286274830722]
['regulation', 0.9219286274830722]
['insufferably', 0.9219286274830722]
['ruin', 0.9219286274830722]
['distributes', 0.9219286274830722]
['silk', 0.9219286274830722]
['sill', 0.9219286274830722]
['merchandise', 0.9219286274830722]
['contagious', 0.9219286274830722]
['changeable', 0.9219286274830722]
['fane', 0.9219286274830722]
['distraught', 0.9219286274830722]
['burned', 0.9219286274830722]
['geological', 0.9219286274830722]
['kernels', 0.9219286274830722]
['llana', 0.9219286274830722]
['soeur', 0.9219286274830722]
['recht', 0.9219286274830722]
['wherein', 0.9219286274830722]
['husbands', 0.9219286274830722]
['predecessors', 0.9219286274830722]
['shakrack', 0.9219286274830722]
['deliberately', 0.9219286274830722]
['valueless', 0.9219286274830722]
['judgement', 0.9219286274830722]
['hissin', 0.9219286274830722]
['obliged', 0.9219286274830722]
['jewelry', 0.9219286274830722]
['aversion', 0.9219286274830722]
['caraccas', 0.9219286274830722]
['necks', 0.9219286274830722]
['cesspools', 0.9219286274830722]
['prepared', 0.9219286274830722]
['cynthia', 0.9219286274830722]
['ennemi', 0.9219286274830722]
['pipes', 0.9219286274830722]
['piper', 0.9219286274830722]
['paddle', 0.9219286274830722]
['infantry', 0.9219286274830722]
['bluff', 0.9219286274830722]
['terrier', 0.9219286274830722]
['bind', 0.9219286274830722]
['diminutive', 0.9219286274830722]
['lettres', 0.9219286274830722]
['freshness', 0.9219286274830722]
['mate', 0.9219286274830722]
['afterward', 0.9219286274830722]
['strategic', 0.9219286274830722]
['gasping', 0.9219286274830722]
['staff', 0.9219286274830722]
['inspiring', 0.9219286274830722]
['greece', 0.9219286274830722]
['awaits', 0.9219286274830722]
['accents', 0.9219286274830722]
['dissent', 0.9219286274830722]
['shantied', 0.9219286274830722]
['pampered', 0.9219286274830722]
['repeated', 0.9219286274830722]
['littered', 0.9219286274830722]
['traceries', 0.9219286274830722]
['repenting', 0.9219286274830722]
['sibilance', 0.9219286274830722]
['undulation', 0.9219286274830722]
['strap', 0.9219286274830722]
['moisten', 0.9219286274830722]
['clapped', 0.9219286274830722]
['eugene', 0.9219286274830722]
['potatoes', 0.9219286274830722]
['frantically', 0.9219286274830722]
['wariness', 0.9219286274830722]
['heavenly', 0.9219286274830722]
['masterpiece', 0.9219286274830722]
['hopeless', 0.9219286274830722]
['hearing', 0.9219286274830722]
['flippant', 0.9219286274830722]
['wrapped', 0.9219286274830722]
['wardrobe', 0.9219286274830722]
['garlanded', 0.9219286274830722]
['snow', 0.9219286274830722]
['yang', 0.9219286274830722]
['announce', 0.9219286274830722]
['glided', 0.9219286274830722]
['mending', 0.9219286274830722]
['splendor', 0.9219286274830722]
['footway', 0.9219286274830722]
['plus', 0.9219286274830722]
['git', 0.9219286274830722]
['whereas', 0.9219286274830722]
['intimacy', 0.9219286274830722]
['rushin', 0.9219286274830722]
['dion', 0.9219286274830722]
['obsolete', 0.9219286274830722]
['disliked', 0.9219286274830722]
['furnishes', 0.9219286274830722]
['staterooms', 0.9219286274830722]
['flutter', 0.9219286274830722]
['population', 0.9219286274830722]
['sere', 0.9219286274830722]
['michele', 0.9219286274830722]
['warhorse', 0.9219286274830722]
['pinin', 0.9219286274830722]
['priests', 0.9219286274830722]
['afterwards', 0.9219286274830722]
['60', 0.9219286274830722]
['vowed', 0.9219286274830722]
['actions', 0.9219286274830722]
['satin', 0.9219286274830722]
['incurring', 0.9219286274830722]
['saunter_', 0.9219286274830722]
['augustus', 0.9219286274830722]
['diverges', 0.9219286274830722]
['babylon', 0.9219286274830722]
['quizzical', 0.9219286274830722]
['warship', 0.9219286274830722]
['weaknesses', 0.9219286274830722]
['outrages', 0.9219286274830722]
['accompli', 0.9219286274830722]
['communities', 0.9219286274830722]
['marcus', 0.9219286274830722]
['characterizes', 0.9219286274830722]
['murmured', 0.9219286274830722]
['friendship', 0.9219286274830722]
['sailor', 0.9219286274830722]
['notify', 0.9219286274830722]
['fees', 0.9219286274830722]
['uncommonly', 0.9219286274830722]
['displacing', 0.9219286274830722]
['79', 0.9219286274830722]
['unsuited', 0.9219286274830722]
['beautifully', 0.9219286274830722]
['latin', 0.9219286274830722]
['political', 0.9219286274830722]
['earthward', 0.9219286274830722]
['shaped', 0.9219286274830722]
['distrust', 0.9219286274830722]
['emanate', 0.9219286274830722]
['sprightly', 0.9219286274830722]
['analyze', 0.9219286274830722]
['individuality', 0.9219286274830722]
['vica', 0.9219286274830722]
['appeased', 0.9219286274830722]
['coolly', 0.9219286274830722]
['material', 0.9219286274830722]
['decapitate', 0.9219286274830722]
['weaver', 0.9219286274830722]
['unwashed', 0.9219286274830722]
['july', 0.9219286274830722]
['squealing', 0.9219286274830722]
['inspirations', 0.9219286274830722]
['unmoved', 0.9219286274830722]
['offending', 0.9219286274830722]
['gutter', 0.9219286274830722]
['riveted', 0.9219286274830722]
['recollection', 0.9219286274830722]
['concourse', 0.9219286274830722]
['_iliad_', 0.9219286274830722]
['tumble', 0.9219286274830722]
['desolations', 0.9219286274830722]
['below', 0.9219286274830722]
['_debris_', 0.9219286274830722]
['comporting', 0.9219286274830722]
['eligible', 0.9219286274830722]
['elegant', 0.9219286274830722]
['herd', 0.9219286274830722]
['occupying', 0.9219286274830722]
['until', 0.9219286274830722]
['hold', 0.9219286274830722]
['94', 0.9219286274830722]
['accomplishment', 0.9219286274830722]
['sweeter', 0.9219286274830722]
['gameness', 0.9219286274830722]
['drying', 0.9219286274830722]
['classify', 0.9219286274830722]
['dreamer', 0.9219286274830722]
['snakes', 0.9219286274830722]
['spider', 0.9219286274830722]
['contracting', 0.9219286274830722]
['shelved', 0.9219286274830722]
['rond', 0.9219286274830722]
['bitter', 0.9219286274830722]
['acquisition', 0.9219286274830722]
['droppings', 0.9219286274830722]
['prie', 0.9219286274830722]
['release', 0.9219286274830722]
['friability', 0.9219286274830722]
['pity', 0.9219286274830722]
['confusedly', 0.9219286274830722]
['tune', 0.9219286274830722]
['exclaiming', 0.9219286274830722]
['betimes', 0.9219286274830722]
['pondered', 0.9219286274830722]
['slightly', 0.9219286274830722]
['floor', 0.9219286274830722]
['grammatical', 0.9219286274830722]
['steamship', 0.9219286274830722]
['rolling', 0.9219286274830722]
['nager', 0.9219286274830722]
['insignificant', 0.9219286274830722]
['climax', 0.9219286274830722]
['conveying', 0.9219286274830722]
['superiors', 0.9219286274830722]
['undisguised', 0.9219286274830722]
['massive', 0.9219286274830722]
['puny', 0.9219286274830722]
['anapaests', 0.9219286274830722]
['draft', 0.9219286274830722]
['realization', 0.9219286274830722]
['proving', 0.9219286274830722]
['sat', 0.9219286274830722]
['sale', 0.9219286274830722]
['defeating', 0.9219286274830722]
['landlady', 0.9219286274830722]
['pegasi', 0.9219286274830722]
['where', 0.9219286274830722]
['gratefully', 0.9219286274830722]
['spare', 0.9219286274830722]
['spark', 0.9219286274830722]
['suppressed', 0.9219286274830722]
['companionship', 0.9219286274830722]
['canoes', 0.9219286274830722]
['petulance', 0.9219286274830722]
['dumont', 0.9219286274830722]
['_diamon', 0.9219286274830722]
['travelin', 0.9219286274830722]
['favorite', 0.9219286274830722]
['slender', 0.9219286274830722]
['amusedly', 0.9219286274830722]
['futile', 0.9219286274830722]
['graduate', 0.9219286274830722]
['laying', 0.9219286274830722]
['imperceptibly', 0.9219286274830722]
['vii', 0.9219286274830722]
['revelled', 0.9219286274830722]
['utterness', 0.9219286274830722]
['incessantly', 0.9219286274830722]
['locking', 0.9219286274830722]
['snobs', 0.9219286274830722]
['critters', 0.9219286274830722]
['forwards', 0.9219286274830722]
['florist', 0.9219286274830722]
['fuller', 0.9219286274830722]
['dumbly', 0.9219286274830722]
['loaf', 0.9219286274830722]
['convicted', 0.9219286274830722]
['silenced', 0.9219286274830722]
['reinstalled', 0.9219286274830722]
['kissing', 0.9219286274830722]
['robin', 0.9219286274830722]
['crying', 0.9219286274830722]
['flannel', 0.9219286274830722]
['imposes', 0.9219286274830722]
['complainingly', 0.9219286274830722]
['repair', 0.9219286274830722]
['surpassing', 0.9219286274830722]
['patissiers', 0.9219286274830722]
['candidating', 0.9219286274830722]
